EventID,PolicyType,ATLAS_Latency_ms,Kunerva_Latency_ms,kubeFlower_Latency_ms,Timestamp,SystemLoad,Concurrent_Requests
1526,Simple,11,15,17,2024-11-01T00:25:26,49%,30
1527,Simple,11,16,20,2024-11-01T00:25:27,69%,7
1528,Complex,43,74,74,2024-11-01T00:25:28,30%,29
1529,Medium,23,34,45,2024-11-01T00:25:29,30%,9
1530,Simple,12,15,19,2024-11-01T00:25:30,50%,23
1531,Simple,12,15,17,2024-11-01T00:25:31,70%,17
1532,Simple,13,14,17,2024-11-01T00:25:32,49%,28
1533,Dynamic,54,86,92,2024-11-01T00:25:33,25%,19
1534,Complex,41,66,79,2024-11-01T00:25:34,69%,8
1535,Simple,11,15,19,2024-11-01T00:25:35,47%,28
1536,Medium,24,37,44,2024-11-01T00:25:36,48%,12
1537,Medium,25,36,44,2024-11-01T00:25:37,56%,23
1538,Simple,11,14,19,2024-11-01T00:25:38,45%,22
1539,Medium,25,37,46,2024-11-01T00:25:39,61%,26
1540,Medium,24,36,41,2024-11-01T00:25:40,75%,21
1541,Medium,24,33,45,2024-11-01T00:25:41,28%,14
1542,Simple,13,15,17,2024-11-01T00:25:42,58%,21
1543,Dynamic,55,96,98,2024-11-01T00:25:43,68%,22
1544,Simple,12,16,19,2024-11-01T00:25:44,46%,13
1545,Simple,13,15,18,2024-11-01T00:25:45,30%,7
1546,Simple,11,15,17,2024-11-01T00:25:46,39%,18
1547,Simple,12,15,17,2024-11-01T00:25:47,40%,21
1548,Dynamic,58,87,99,2024-11-01T00:25:48,62%,9
1549,Simple,12,15,20,2024-11-01T00:25:49,67%,30
1550,Medium,23,38,39,2024-11-01T00:25:50,62%,11
1551,Medium,27,32,40,2024-11-01T00:25:51,69%,12
1552,Complex,47,74,68,2024-11-01T00:25:52,58%,14
1553,Dynamic,56,93,88,2024-11-01T00:25:53,69%,15
1554,Simple,11,15,19,2024-11-01T00:25:54,25%,13
1555,Medium,23,34,40,2024-11-01T00:25:55,74%,17
1556,Simple,12,14,20,2024-11-01T00:25:56,29%,19
1557,Medium,27,32,40,2024-11-01T00:25:57,44%,20
1558,Dynamic,62,83,90,2024-11-01T00:25:58,55%,22
1559,Medium,25,36,41,2024-11-01T00:25:59,27%,16
1560,Simple,11,15,17,2024-11-01T00:26:00,33%,21
1561,Medium,26,37,42,2024-11-01T00:26:01,30%,17
1562,Simple,13,15,18,2024-11-01T00:26:02,29%,5
1563,Simple,12,15,17,2024-11-01T00:26:03,61%,18
1564,Simple,11,14,17,2024-11-01T00:26:04,43%,26
1565,Medium,27,34,43,2024-11-01T00:26:05,63%,19
1566,Dynamic,61,92,90,2024-11-01T00:26:06,55%,25
1567,Medium,23,33,44,2024-11-01T00:26:07,49%,23
1568,Simple,11,16,19,2024-11-01T00:26:08,36%,28
1569,Medium,26,36,46,2024-11-01T00:26:09,67%,13
1570,Medium,24,38,45,2024-11-01T00:26:10,62%,10
1571,Simple,13,15,20,2024-11-01T00:26:11,47%,16
1572,Complex,44,63,76,2024-11-01T00:26:12,58%,29
1573,Simple,12,15,19,2024-11-01T00:26:13,68%,16
1574,Simple,13,16,19,2024-11-01T00:26:14,67%,23
1575,Medium,27,32,40,2024-11-01T00:26:15,61%,19
1576,Complex,44,70,68,2024-11-01T00:26:16,61%,17
1577,Simple,13,15,17,2024-11-01T00:26:17,65%,6
1578,Medium,24,32,45,2024-11-01T00:26:18,73%,6
1579,Simple,11,16,19,2024-11-01T00:26:19,65%,14
1580,Complex,42,63,71,2024-11-01T00:26:20,57%,16
1581,Complex,46,71,80,2024-11-01T00:26:21,65%,17
1582,Simple,13,16,18,2024-11-01T00:26:22,29%,18
1583,Simple,13,15,20,2024-11-01T00:26:23,48%,8
1584,Medium,23,37,40,2024-11-01T00:26:24,27%,9
1585,Complex,41,69,71,2024-11-01T00:26:25,59%,23
1586,Simple,13,14,20,2024-11-01T00:26:26,27%,26
1587,Simple,13,14,19,2024-11-01T00:26:27,44%,7
1588,Medium,26,36,38,2024-11-01T00:26:28,40%,15
1589,Medium,23,34,40,2024-11-01T00:26:29,27%,7
1590,Dynamic,53,93,91,2024-11-01T00:26:30,38%,6
1591,Complex,44,66,72,2024-11-01T00:26:31,43%,6
1592,Dynamic,64,90,95,2024-11-01T00:26:32,60%,26
1593,Medium,25,33,38,2024-11-01T00:26:33,43%,14
1594,Complex,47,71,70,2024-11-01T00:26:34,39%,22
1595,Medium,27,37,39,2024-11-01T00:26:35,62%,19
1596,Medium,23,37,46,2024-11-01T00:26:36,67%,19
1597,Medium,24,35,43,2024-11-01T00:26:37,34%,21
1598,Simple,12,14,17,2024-11-01T00:26:38,70%,11
1599,Dynamic,54,89,97,2024-11-01T00:26:39,32%,17
1600,Medium,23,34,41,2024-11-01T00:26:40,65%,13
1601,Simple,11,15,18,2024-11-01T00:26:41,43%,8
1602,Dynamic,54,89,93,2024-11-01T00:26:42,71%,16
1603,Complex,44,67,69,2024-11-01T00:26:43,57%,12
1604,Simple,12,15,20,2024-11-01T00:26:44,62%,28
1605,Simple,13,14,19,2024-11-01T00:26:45,51%,24
1606,Simple,12,16,16,2024-11-01T00:26:46,29%,5
1607,Medium,23,38,40,2024-11-01T00:26:47,46%,18
1608,Simple,12,16,19,2024-11-01T00:26:48,47%,22
1609,Medium,24,34,44,2024-11-01T00:26:49,46%,16
1610,Complex,43,73,82,2024-11-01T00:26:50,71%,29
1611,Complex,45,71,75,2024-11-01T00:26:51,74%,19
1612,Medium,27,32,39,2024-11-01T00:26:52,42%,11
1613,Complex,44,67,77,2024-11-01T00:26:53,47%,24
1614,Dynamic,58,85,99,2024-11-01T00:26:54,49%,5
1615,Simple,12,14,19,2024-11-01T00:26:55,66%,18
1616,Simple,12,15,17,2024-11-01T00:26:56,68%,19
1617,Complex,41,66,77,2024-11-01T00:26:57,63%,5
1618,Medium,25,36,45,2024-11-01T00:26:58,71%,22
1619,Medium,26,36,44,2024-11-01T00:26:59,60%,16
1620,Dynamic,63,85,100,2024-11-01T00:27:00,58%,21
1621,Simple,11,15,17,2024-11-01T00:27:01,42%,27
1622,Simple,12,16,17,2024-11-01T00:27:02,27%,28
1623,Simple,12,16,20,2024-11-01T00:27:03,60%,17
1624,Complex,45,66,80,2024-11-01T00:27:04,47%,5
1625,Medium,26,36,45,2024-11-01T00:27:05,45%,15
1626,Medium,25,35,40,2024-11-01T00:27:06,31%,17
1627,Simple,13,14,19,2024-11-01T00:27:07,26%,18
1628,Medium,25,38,43,2024-11-01T00:27:08,69%,23
1629,Medium,24,36,46,2024-11-01T00:27:09,40%,13
1630,Simple,11,15,17,2024-11-01T00:27:10,45%,27
1631,Dynamic,60,87,87,2024-11-01T00:27:11,49%,14
1632,Complex,49,72,81,2024-11-01T00:27:12,59%,23
1633,Complex,46,70,81,2024-11-01T00:27:13,41%,27
1634,Simple,11,14,19,2024-11-01T00:27:14,56%,12
1635,Complex,46,69,77,2024-11-01T00:27:15,59%,17
1636,Medium,25,38,44,2024-11-01T00:27:16,54%,9
1637,Medium,27,36,45,2024-11-01T00:27:17,49%,10
1638,Medium,27,35,38,2024-11-01T00:27:18,61%,11
1639,Dynamic,53,84,102,2024-11-01T00:27:19,42%,23
1640,Medium,27,37,44,2024-11-01T00:27:20,37%,23
1641,Complex,49,70,80,2024-11-01T00:27:21,25%,15
1642,Medium,23,37,46,2024-11-01T00:27:22,58%,17
1643,Dynamic,59,91,103,2024-11-01T00:27:23,45%,28
1644,Simple,12,14,19,2024-11-01T00:27:24,41%,26
1645,Complex,41,63,80,2024-11-01T00:27:25,56%,18
1646,Dynamic,61,86,103,2024-11-01T00:27:26,62%,18
1647,Medium,27,37,40,2024-11-01T00:27:27,35%,29
1648,Simple,13,16,20,2024-11-01T00:27:28,48%,13
1649,Complex,48,69,82,2024-11-01T00:27:29,71%,16
1650,Complex,48,63,81,2024-11-01T00:27:30,30%,25
1651,Simple,12,16,20,2024-11-01T00:27:31,43%,26
1652,Simple,12,15,19,2024-11-01T00:27:32,37%,26
1653,Dynamic,56,91,103,2024-11-01T00:27:33,26%,5
1654,Medium,27,35,42,2024-11-01T00:27:34,39%,19
1655,Medium,27,37,40,2024-11-01T00:27:35,75%,5
1656,Simple,11,15,16,2024-11-01T00:27:36,31%,23
1657,Simple,11,15,20,2024-11-01T00:27:37,32%,16
1658,Medium,26,38,46,2024-11-01T00:27:38,69%,12
1659,Complex,44,73,77,2024-11-01T00:27:39,40%,25
1660,Dynamic,61,91,97,2024-11-01T00:27:40,73%,28
1661,Simple,13,16,18,2024-11-01T00:27:41,44%,18
1662,Simple,11,15,18,2024-11-01T00:27:42,58%,30
1663,Simple,13,14,16,2024-11-01T00:27:43,59%,11
1664,Simple,11,16,17,2024-11-01T00:27:44,59%,8
1665,Dynamic,57,83,100,2024-11-01T00:27:45,25%,26
1666,Medium,25,33,45,2024-11-01T00:27:46,43%,20
1667,Complex,48,73,81,2024-11-01T00:27:47,74%,20
1668,Complex,42,64,72,2024-11-01T00:27:48,51%,10
1669,Simple,12,14,19,2024-11-01T00:27:49,71%,7
1670,Medium,23,35,43,2024-11-01T00:27:50,54%,14
1671,Simple,12,16,17,2024-11-01T00:27:51,49%,7
1672,Medium,27,34,41,2024-11-01T00:27:52,57%,6
1673,Simple,12,15,18,2024-11-01T00:27:53,61%,22
1674,Dynamic,59,95,98,2024-11-01T00:27:54,41%,24
1675,Medium,26,34,46,2024-11-01T00:27:55,40%,21
1676,Simple,11,15,18,2024-11-01T00:27:56,46%,13
1677,Complex,43,61,80,2024-11-01T00:27:57,73%,8
1678,Complex,46,62,77,2024-11-01T00:27:58,38%,20
1679,Medium,26,32,39,2024-11-01T00:27:59,58%,20
1680,Complex,42,67,70,2024-11-01T00:28:00,50%,14
1681,Complex,41,68,82,2024-11-01T00:28:01,55%,8
1682,Simple,11,14,20,2024-11-01T00:28:02,75%,10
1683,Simple,11,14,18,2024-11-01T00:28:03,57%,13
1684,Simple,13,16,18,2024-11-01T00:28:04,57%,18
1685,Simple,11,16,17,2024-11-01T00:28:05,40%,6
1686,Complex,44,69,81,2024-11-01T00:28:06,63%,16
1687,Medium,23,36,39,2024-11-01T00:28:07,75%,24
1688,Medium,23,36,40,2024-11-01T00:28:08,44%,7
1689,Simple,13,14,17,2024-11-01T00:28:09,41%,27
1690,Simple,11,16,18,2024-11-01T00:28:10,35%,19
1691,Complex,43,74,82,2024-11-01T00:28:11,61%,29
1692,Simple,13,16,17,2024-11-01T00:28:12,45%,17
1693,Simple,13,14,18,2024-11-01T00:28:13,46%,10
1694,Simple,11,14,18,2024-11-01T00:28:14,49%,16
1695,Medium,23,35,41,2024-11-01T00:28:15,71%,25
1696,Simple,12,14,19,2024-11-01T00:28:16,31%,22
1697,Medium,24,32,38,2024-11-01T00:28:17,30%,13
1698,Complex,48,68,73,2024-11-01T00:28:18,49%,6
1699,Simple,12,16,17,2024-11-01T00:28:19,42%,7
1700,Complex,43,65,81,2024-11-01T00:28:20,37%,30
1701,Complex,43,63,69,2024-11-01T00:28:21,44%,22
1702,Medium,27,34,45,2024-11-01T00:28:22,25%,10
1703,Complex,48,62,78,2024-11-01T00:28:23,52%,25
1704,Simple,11,15,17,2024-11-01T00:28:24,51%,19
1705,Simple,11,16,19,2024-11-01T00:28:25,49%,18
1706,Dynamic,58,97,87,2024-11-01T00:28:26,42%,7
1707,Simple,12,15,18,2024-11-01T00:28:27,54%,11
1708,Medium,26,37,43,2024-11-01T00:28:28,53%,28
1709,Medium,24,33,40,2024-11-01T00:28:29,55%,11
1710,Simple,11,14,19,2024-11-01T00:28:30,61%,28
1711,Simple,13,16,19,2024-11-01T00:28:31,60%,11
1712,Simple,11,14,19,2024-11-01T00:28:32,31%,14
1713,Medium,23,38,45,2024-11-01T00:28:33,75%,7
1714,Medium,25,37,42,2024-11-01T00:28:34,35%,16
1715,Simple,13,15,19,2024-11-01T00:28:35,66%,27
1716,Complex,46,71,72,2024-11-01T00:28:36,58%,11
1717,Medium,26,32,40,2024-11-01T00:28:37,70%,9
1718,Complex,44,68,75,2024-11-01T00:28:38,28%,19
1719,Medium,23,33,39,2024-11-01T00:28:39,73%,7
1720,Simple,13,16,19,2024-11-01T00:28:40,73%,12
1721,Complex,47,63,82,2024-11-01T00:28:41,58%,30
1722,Dynamic,62,95,97,2024-11-01T00:28:42,30%,20
1723,Dynamic,57,88,86,2024-11-01T00:28:43,74%,26
1724,Medium,24,35,39,2024-11-01T00:28:44,35%,22
1725,Medium,24,32,38,2024-11-01T00:28:45,26%,11
1726,Simple,12,14,18,2024-11-01T00:28:46,57%,26
1727,Simple,12,14,17,2024-11-01T00:28:47,58%,10
1728,Medium,24,34,43,2024-11-01T00:28:48,72%,28
1729,Simple,11,15,16,2024-11-01T00:28:49,75%,22
1730,Simple,12,16,18,2024-11-01T00:28:50,60%,9
1731,Medium,27,33,44,2024-11-01T00:28:51,40%,15
1732,Simple,11,15,19,2024-11-01T00:28:52,72%,17
1733,Simple,13,14,20,2024-11-01T00:28:53,72%,19
1734,Simple,13,15,19,2024-11-01T00:28:54,59%,8
1735,Simple,12,14,18,2024-11-01T00:28:55,32%,26
1736,Complex,43,72,68,2024-11-01T00:28:56,39%,14
1737,Dynamic,52,83,94,2024-11-01T00:28:57,37%,28
1738,Medium,23,32,45,2024-11-01T00:28:58,36%,22
1739,Simple,12,15,17,2024-11-01T00:28:59,28%,18
1740,Simple,12,16,19,2024-11-01T00:29:00,63%,7
1741,Simple,12,16,19,2024-11-01T00:29:01,70%,22
1742,Dynamic,53,87,97,2024-11-01T00:29:02,55%,19
1743,Simple,12,14,18,2024-11-01T00:29:03,48%,17
1744,Simple,12,16,17,2024-11-01T00:29:04,52%,22
1745,Simple,11,15,19,2024-11-01T00:29:05,36%,12
1746,Simple,11,16,18,2024-11-01T00:29:06,41%,10
1747,Simple,12,15,20,2024-11-01T00:29:07,35%,24
1748,Complex,48,63,78,2024-11-01T00:29:08,48%,15
1749,Simple,12,16,17,2024-11-01T00:29:09,44%,19
1750,Medium,24,38,39,2024-11-01T00:29:10,26%,5
1751,Complex,47,64,70,2024-11-01T00:29:11,72%,20
1752,Medium,24,38,42,2024-11-01T00:29:12,61%,12
1753,Simple,11,16,17,2024-11-01T00:29:13,58%,17
1754,Complex,43,67,70,2024-11-01T00:29:14,34%,21
1755,Complex,45,72,77,2024-11-01T00:29:15,38%,24
1756,Simple,12,15,16,2024-11-01T00:29:16,39%,23
1757,Dynamic,57,91,103,2024-11-01T00:29:17,26%,6
1758,Simple,13,15,17,2024-11-01T00:29:18,43%,28
1759,Complex,48,70,75,2024-11-01T00:29:19,58%,23
1760,Simple,12,16,18,2024-11-01T00:29:20,43%,11
1761,Medium,25,33,44,2024-11-01T00:29:21,59%,14
1762,Complex,45,67,74,2024-11-01T00:29:22,51%,18
1763,Medium,24,34,45,2024-11-01T00:29:23,37%,24
1764,Medium,23,36,39,2024-11-01T00:29:24,25%,21
1765,Dynamic,61,98,102,2024-11-01T00:29:25,42%,28
1766,Simple,11,14,18,2024-11-01T00:29:26,58%,18
1767,Simple,12,15,18,2024-11-01T00:29:27,26%,30
1768,Simple,13,16,17,2024-11-01T00:29:28,33%,20
1769,Medium,27,36,45,2024-11-01T00:29:29,26%,11
1770,Simple,13,14,19,2024-11-01T00:29:30,65%,11
1771,Complex,41,64,68,2024-11-01T00:29:31,51%,26
1772,Complex,41,67,73,2024-11-01T00:29:32,39%,5
1773,Simple,13,16,19,2024-11-01T00:29:33,60%,13
1774,Simple,11,16,19,2024-11-01T00:29:34,39%,28
1775,Medium,25,32,46,2024-11-01T00:29:35,27%,10
1776,Simple,12,14,17,2024-11-01T00:29:36,59%,9
1777,Complex,45,73,80,2024-11-01T00:29:37,33%,28
1778,Simple,13,14,19,2024-11-01T00:29:38,27%,14
1779,Medium,25,33,42,2024-11-01T00:29:39,69%,21
1780,Simple,12,16,19,2024-11-01T00:29:40,29%,15
1781,Simple,12,14,20,2024-11-01T00:29:41,56%,12
1782,Complex,42,71,72,2024-11-01T00:29:42,43%,10
1783,Simple,12,14,18,2024-11-01T00:29:43,44%,11
1784,Simple,11,16,18,2024-11-01T00:29:44,42%,27
1785,Medium,24,38,38,2024-11-01T00:29:45,36%,18
1786,Medium,23,35,43,2024-11-01T00:29:46,25%,27
1787,Complex,42,62,75,2024-11-01T00:29:47,59%,21
1788,Simple,11,14,20,2024-11-01T00:29:48,52%,15
1789,Medium,24,38,46,2024-11-01T00:29:49,69%,28
1790,Complex,42,70,72,2024-11-01T00:29:50,48%,13
1791,Medium,27,32,40,2024-11-01T00:29:51,30%,21
1792,Medium,24,34,38,2024-11-01T00:29:52,74%,27
1793,Simple,12,15,16,2024-11-01T00:29:53,62%,10
1794,Medium,26,33,38,2024-11-01T00:29:54,68%,23
1795,Complex,45,67,75,2024-11-01T00:29:55,50%,23
1796,Simple,13,15,20,2024-11-01T00:29:56,56%,10
1797,Complex,45,74,74,2024-11-01T00:29:57,28%,28
1798,Simple,12,14,18,2024-11-01T00:29:58,51%,29
1799,Simple,13,14,18,2024-11-01T00:29:59,43%,5
1800,Simple,12,14,18,2024-11-01T00:30:00,33%,25
1801,Dynamic,64,92,91,2024-11-01T00:30:01,60%,8
1802,Complex,47,68,72,2024-11-01T00:30:02,36%,18
1803,Simple,11,15,16,2024-11-01T00:30:03,57%,7
1804,Dynamic,58,96,97,2024-11-01T00:30:04,42%,26
1805,Simple,13,14,19,2024-11-01T00:30:05,53%,13
1806,Complex,41,67,78,2024-11-01T00:30:06,37%,9
1807,Medium,23,36,42,2024-11-01T00:30:07,70%,5
1808,Simple,13,16,17,2024-11-01T00:30:08,36%,8
1809,Dynamic,54,92,97,2024-11-01T00:30:09,57%,18
1810,Medium,26,34,41,2024-11-01T00:30:10,54%,18
1811,Medium,25,36,46,2024-11-01T00:30:11,54%,28
1812,Simple,12,16,18,2024-11-01T00:30:12,66%,14
1813,Complex,46,74,76,2024-11-01T00:30:13,73%,20
1814,Complex,46,73,70,2024-11-01T00:30:14,72%,23
1815,Complex,46,68,79,2024-11-01T00:30:15,37%,24
1816,Simple,11,16,17,2024-11-01T00:30:16,67%,10
1817,Medium,25,36,45,2024-11-01T00:30:17,45%,28
1818,Simple,13,16,19,2024-11-01T00:30:18,70%,12
1819,Simple,13,14,18,2024-11-01T00:30:19,49%,17
1820,Complex,49,75,68,2024-11-01T00:30:20,32%,24
1821,Simple,11,16,19,2024-11-01T00:30:21,71%,9
1822,Simple,13,14,20,2024-11-01T00:30:22,41%,5
1823,Dynamic,63,87,86,2024-11-01T00:30:23,40%,13
1824,Simple,13,16,17,2024-11-01T00:30:24,28%,27
1825,Medium,25,38,45,2024-11-01T00:30:25,50%,30
1826,Complex,44,72,75,2024-11-01T00:30:26,30%,21
1827,Medium,26,36,42,2024-11-01T00:30:27,60%,7
1828,Simple,11,14,20,2024-11-01T00:30:28,29%,9
1829,Medium,23,35,41,2024-11-01T00:30:29,74%,11
1830,Medium,27,34,41,2024-11-01T00:30:30,54%,17
1831,Medium,24,38,38,2024-11-01T00:30:31,30%,7
1832,Simple,12,14,17,2024-11-01T00:30:32,57%,19
1833,Medium,27,35,46,2024-11-01T00:30:33,45%,21
1834,Simple,12,16,16,2024-11-01T00:30:34,56%,17
1835,Medium,27,33,43,2024-11-01T00:30:35,45%,24
1836,Simple,13,15,16,2024-11-01T00:30:36,75%,11
1837,Medium,26,32,39,2024-11-01T00:30:37,61%,16
1838,Simple,12,15,19,2024-11-01T00:30:38,31%,26
1839,Simple,11,16,20,2024-11-01T00:30:39,55%,18
1840,Simple,13,14,17,2024-11-01T00:30:40,34%,25
1841,Simple,13,14,19,2024-11-01T00:30:41,74%,16
1842,Medium,27,33,42,2024-11-01T00:30:42,68%,27
1843,Simple,11,15,19,2024-11-01T00:30:43,43%,12
1844,Simple,12,15,17,2024-11-01T00:30:44,34%,8
1845,Simple,11,15,18,2024-11-01T00:30:45,57%,14
1846,Complex,43,69,72,2024-11-01T00:30:46,48%,28
1847,Simple,13,16,17,2024-11-01T00:30:47,54%,24
1848,Medium,25,38,40,2024-11-01T00:30:48,66%,30
1849,Medium,23,32,43,2024-11-01T00:30:49,42%,14
1850,Medium,25,32,42,2024-11-01T00:30:50,28%,15
1851,Dynamic,57,81,88,2024-11-01T00:30:51,37%,21
1852,Simple,11,15,20,2024-11-01T00:30:52,66%,22
1853,Simple,13,14,17,2024-11-01T00:30:53,53%,6
1854,Simple,12,15,17,2024-11-01T00:30:54,70%,19
1855,Complex,48,67,73,2024-11-01T00:30:55,41%,18
1856,Medium,26,32,39,2024-11-01T00:30:56,41%,11
1857,Simple,12,16,20,2024-11-01T00:30:57,33%,15
1858,Simple,11,16,16,2024-11-01T00:30:58,71%,21
1859,Complex,43,68,80,2024-11-01T00:30:59,56%,21
1860,Simple,13,16,20,2024-11-01T00:31:00,38%,12
1861,Complex,42,68,75,2024-11-01T00:31:01,64%,14
1862,Simple,12,15,17,2024-11-01T00:31:02,49%,8
1863,Simple,11,15,16,2024-11-01T00:31:03,31%,11
1864,Medium,27,38,45,2024-11-01T00:31:04,37%,23
1865,Complex,47,69,80,2024-11-01T00:31:05,54%,20
1866,Medium,27,32,44,2024-11-01T00:31:06,74%,11
1867,Simple,12,15,17,2024-11-01T00:31:07,25%,10
1868,Complex,44,75,72,2024-11-01T00:31:08,50%,17
1869,Simple,12,14,18,2024-11-01T00:31:09,60%,19
1870,Medium,23,38,45,2024-11-01T00:31:10,43%,27
1871,Simple,11,14,20,2024-11-01T00:31:11,62%,23
1872,Simple,11,14,17,2024-11-01T00:31:12,48%,11
1873,Complex,42,69,77,2024-11-01T00:31:13,55%,17
1874,Dynamic,55,95,104,2024-11-01T00:31:14,54%,5
1875,Medium,24,32,39,2024-11-01T00:31:15,75%,7
1876,Simple,13,14,19,2024-11-01T00:31:16,46%,8
1877,Medium,24,35,41,2024-11-01T00:31:17,53%,23
1878,Complex,42,65,69,2024-11-01T00:31:18,51%,13
1879,Simple,11,14,17,2024-11-01T00:31:19,56%,22
1880,Medium,24,38,43,2024-11-01T00:31:20,29%,8
1881,Dynamic,64,88,88,2024-11-01T00:31:21,46%,8
1882,Simple,11,14,16,2024-11-01T00:31:22,63%,28
1883,Simple,12,16,17,2024-11-01T00:31:23,64%,5
1884,Simple,12,15,18,2024-11-01T00:31:24,46%,9
1885,Simple,13,16,18,2024-11-01T00:31:25,26%,22
1886,Simple,12,15,19,2024-11-01T00:31:26,36%,17
1887,Simple,11,14,18,2024-11-01T00:31:27,69%,22
1888,Simple,12,15,20,2024-11-01T00:31:28,43%,9
1889,Dynamic,55,97,104,2024-11-01T00:31:29,34%,24
1890,Simple,11,14,16,2024-11-01T00:31:30,71%,6
1891,Simple,12,16,17,2024-11-01T00:31:31,31%,14
1892,Complex,48,67,80,2024-11-01T00:31:32,57%,30
1893,Medium,24,34,39,2024-11-01T00:31:33,42%,16
1894,Simple,13,14,19,2024-11-01T00:31:34,28%,14
1895,Complex,42,64,70,2024-11-01T00:31:35,51%,22
1896,Simple,12,15,17,2024-11-01T00:31:36,43%,10
1897,Simple,11,15,17,2024-11-01T00:31:37,28%,23
1898,Dynamic,53,97,86,2024-11-01T00:31:38,32%,27
1899,Medium,24,34,40,2024-11-01T00:31:39,31%,27
1900,Dynamic,58,92,91,2024-11-01T00:31:40,52%,14
1901,Simple,12,15,16,2024-11-01T00:31:41,66%,21
1902,Dynamic,63,88,88,2024-11-01T00:31:42,67%,29
1903,Simple,11,16,19,2024-11-01T00:31:43,53%,23
1904,Simple,12,16,18,2024-11-01T00:31:44,32%,6
1905,Medium,24,35,40,2024-11-01T00:31:45,36%,11
1906,Dynamic,60,84,97,2024-11-01T00:31:46,66%,29
1907,Simple,13,14,19,2024-11-01T00:31:47,55%,21
1908,Complex,49,70,72,2024-11-01T00:31:48,60%,21
1909,Simple,12,14,16,2024-11-01T00:31:49,75%,7
1910,Simple,12,16,20,2024-11-01T00:31:50,32%,7
1911,Medium,27,35,44,2024-11-01T00:31:51,62%,7
1912,Simple,12,16,17,2024-11-01T00:31:52,56%,17
1913,Simple,11,14,17,2024-11-01T00:31:53,38%,11
1914,Complex,44,71,81,2024-11-01T00:31:54,47%,15
1915,Complex,47,64,80,2024-11-01T00:31:55,48%,25
1916,Dynamic,56,87,94,2024-11-01T00:31:56,40%,13
1917,Simple,11,14,19,2024-11-01T00:31:57,64%,25
1918,Medium,26,32,38,2024-11-01T00:31:58,38%,29
1919,Simple,12,14,19,2024-11-01T00:31:59,45%,29
1920,Complex,42,62,69,2024-11-01T00:32:00,61%,26
1921,Medium,27,32,46,2024-11-01T00:32:01,62%,12
1922,Simple,12,14,17,2024-11-01T00:32:02,64%,6
1923,Complex,46,62,72,2024-11-01T00:32:03,37%,18
1924,Medium,25,37,43,2024-11-01T00:32:04,50%,30
1925,Simple,12,14,18,2024-11-01T00:32:05,68%,20
1926,Complex,48,68,70,2024-11-01T00:32:06,59%,23
1927,Medium,23,33,44,2024-11-01T00:32:07,72%,24
1928,Medium,27,36,45,2024-11-01T00:32:08,36%,26
1929,Simple,11,14,20,2024-11-01T00:32:09,40%,17
1930,Medium,27,35,39,2024-11-01T00:32:10,57%,11
1931,Dynamic,56,88,95,2024-11-01T00:32:11,51%,9
1932,Simple,12,15,17,2024-11-01T00:32:12,41%,11
1933,Medium,27,33,40,2024-11-01T00:32:13,73%,28
1934,Simple,11,14,19,2024-11-01T00:32:14,64%,21
1935,Simple,12,15,20,2024-11-01T00:32:15,36%,13
1936,Simple,13,14,17,2024-11-01T00:32:16,66%,21
1937,Medium,26,33,38,2024-11-01T00:32:17,66%,5
1938,Simple,11,16,17,2024-11-01T00:32:18,67%,10
1939,Simple,13,15,17,2024-11-01T00:32:19,56%,23
1940,Simple,12,15,19,2024-11-01T00:32:20,56%,18
1941,Complex,41,66,68,2024-11-01T00:32:21,29%,11
1942,Simple,12,16,19,2024-11-01T00:32:22,64%,27
1943,Complex,45,66,81,2024-11-01T00:32:23,60%,6
1944,Medium,23,32,42,2024-11-01T00:32:24,60%,5
1945,Medium,27,33,41,2024-11-01T00:32:25,47%,26
1946,Simple,13,15,18,2024-11-01T00:32:26,58%,28
1947,Complex,49,63,80,2024-11-01T00:32:27,73%,26
1948,Medium,27,32,44,2024-11-01T00:32:28,48%,9
1949,Simple,13,16,17,2024-11-01T00:32:29,72%,27
1950,Complex,42,65,82,2024-11-01T00:32:30,27%,8
1951,Simple,11,15,19,2024-11-01T00:32:31,73%,6
1952,Simple,12,15,20,2024-11-01T00:32:32,38%,24
1953,Medium,25,33,40,2024-11-01T00:32:33,67%,29
1954,Medium,25,38,38,2024-11-01T00:32:34,34%,15
1955,Medium,26,35,42,2024-11-01T00:32:35,64%,12
1956,Simple,11,15,17,2024-11-01T00:32:36,44%,5
1957,Complex,48,63,72,2024-11-01T00:32:37,74%,25
1958,Medium,27,37,39,2024-11-01T00:32:38,40%,18
1959,Complex,42,72,77,2024-11-01T00:32:39,32%,25
1960,Simple,11,14,18,2024-11-01T00:32:40,37%,10
1961,Medium,27,35,46,2024-11-01T00:32:41,71%,19
1962,Complex,46,71,75,2024-11-01T00:32:42,54%,20
1963,Complex,48,62,78,2024-11-01T00:32:43,67%,29
1964,Medium,24,38,39,2024-11-01T00:32:44,42%,11
1965,Simple,11,16,16,2024-11-01T00:32:45,54%,21
1966,Complex,43,71,75,2024-11-01T00:32:46,29%,9
1967,Simple,13,15,18,2024-11-01T00:32:47,74%,8
1968,Simple,11,16,17,2024-11-01T00:32:48,29%,10
1969,Medium,26,35,44,2024-11-01T00:32:49,38%,7
1970,Medium,27,33,40,2024-11-01T00:32:50,61%,25
1971,Complex,47,64,72,2024-11-01T00:32:51,53%,22
